ID,Tweet,Label1,Label2,Label3
1.37072E+18,@hellokidneyMD Maybe they are wise to the endless vaccine scams. Covid boasts a survival rate of 99% (CDC) Our world in data shows no significant spike in all cause mortality in 2020 vs past 25 years. Vaers and MHRA show unnecessary adverse affects from probationary warp speed jabs at 1/200,side-effect,,
1.37728E+18,"NY woman contracts coronavirus month after COVID-19 vaccination, report says. So what's the fucking point of a ""vaccine"" then? https://t.co/w6RT08mTUO",ineffective,,
1.33624E+18,Don’t know how I feel about the elderly blindly getting vaccinated first. Almost feels like lambs for slaughter? #CovidVaccine,none,,
1.35006E+18,"via @PerilofAfrica WHO 'Aware of 23 Reported Deaths' in Norway After Pfizer Vaccination, Seeks to Follow Probe https://t.co/o9EgUKbk1G",side-effect,,
1.37477E+18,"Bcuz President Biden can't get more than 13% 2B vaxxed they are quietly telling employers to mandate vaxxing or be shut down. Hitler called this process ""PRIVATIZATION"". @trumpgenius2 @POTUS @POTUS45 @55elkhunter https://t.co/zqxwlP8kWH",mandatory,,
1.34872E+18,If COVID-19 didn’t do what was created to do....then the vaccine will,conspiracy,,
1.36471E+18,"@hardistymark @LukeJohnsonRCP Well if you’ve had it with no serious problems, the evidence shows clearly that getting that first vaccine jab sends your Ab levels streets ahead of someone who’s never had it. But you’re more likely to get a short term reaction to it because of that. Existing AntiBs go to work.",side-effect,,
1.2605E+18,@Liz_Cheney He worked for The Clinton Foundation and sits on the board of a company that stands to make billions from a vaccine for COVID-19.   Completely non-partisan!  HAHAHAHAHAHA!,pharma,,
1.43081E+18,Channel 7 journalist hospitalised with pericarditis after Pfizer vaccine Just like 275 Israelis who developed Myocarditis after pfizer vaccine. https://t.co/RrUx0Ff38o via @newscomauHQ,side-effect,,
1.37483E+18,"@benrileysmith Clearly not following the science or data then. Even last year, without any vaccinated, there was no study or data to suggest pubs, restaurants or gyms were areas of viral spread. This is just about control and a coercive way to get all under 40’s to take a vaccine they dont need",unnecessary,,
1.36167E+18,"@TheRealPro7 Johnson&Johnson produce this vaccine for-non-profit, and it was developed by Janssen Pharmaceuticals. AZ was found (small study) ineffective against SA variant (efficacy only 20%).",ineffective,,
1.23593E+18,When will #DoctorsSpeakUp about the FACT that vaccines are neither safe nor effective...the Supreme Court labeled vaccines #UnavoidablyUnsafe & vaccine manufacturers cannot be held liable for #VaccineInjury #WhereThereIsRiskThereMustBeChoice,ineffective,side-effect,
1.43747E+18,"""the UN children's agency UNICEF"" doesnt know that on Jun 2021 'Italy halts AstraZeneca vaccine for under-60s"" due to clots https://t.co/KslwLfJADr Iraq is fair game I guess https://t.co/95d9kJYzCh",side-effect,,
1.31916E+18,Rushed vaccines are a very bad idea: Several South Koreans die after getting flu vaccine. #covid #covid19 #COVID19de https://t.co/PQmbUEgazc,side-effect,rushed,
1.26316E+18,@thehill So let us all understand. @realDonaldTrump 's doctor prescribed hydroxychloroquine. He was following the advice of his doctor. It's been proven to save lives. We're concerned about people who are taking COVID vaccines without any thought at all and ZERO proof they work!,ineffective,,
1.37629E+18,"@WHO We should use IVERMECTINE to treat COVID early to prevent hospitalizations/deaths. 2 rapid antigen tests within 48 hours would be the best pre-flight verification of not being infected! Lockdowns, mask mandates, COVID passports should be cancelled immediately. No mass vaccination https://t.co/McJ8cyEb51",mandatory,unnecessary,
1.28657E+18,"@lbenstead1 @LBC @NickFerrariLBC @Helen_Whately No surprise that Alan Dershowitz is promoting the Covid vaccine and mandatory requirement. He was good friends with the biggest pedo the world has known, defended Epstein in his first court trial and still remained friends with him afterwards.",mandatory,,
1.34251E+18,"Moderna vaccine causes swelling for anyone with lip fillers, it is warned https://t.co/7Y3srycuDL",side-effect,,
1.29058E+18,My thoughts. Someone is making money to prevent HCQ being used. I say it’s Dr Fauci - Dr Birx - we all saw his article how HCQ worked 15 years ago on Covid - Bill Gates also stands to lose - billions on a vaccine. Our body our choice. Murderers. @drdavidsamadi @realDonaldTrump,pharma,,
1.31906E+18,To all you lemmings who bought into this flu con game by democrat politicians - how u feeling now about being first in line for any new vaccine that a politician is surely to tell you it’s https://t.co/qeGQRgng09!!!!! https://t.co/PV5FSLCCGx,political,,
1.33977E+18,"@LauraMStuart9 Even before the nano aluminium particles were found in the Pfizer vaccine I decided to give it a few years to see what contra- indications arose.The fact is,we don't know what ingredients it contains but it can cause anaphylactic reaction in some people who suffer allergies",side-effect,ingredients,
1.27272E+18,@Scott_Wiener I have a 16 year old infant who has daily dozens of seizures due to her 0-6 month vaccines. Don’t roll the dice hoping you get a different outcome. #wedid #vaccineinjury is real not rare. #NeverAgain,side-effect,,
1.31899E+18,SEE VACCINES KILL! EXACTLY WHAT they WANT! POPULATION CONTROL! WAKE UP SHEEPLE!! Volunteer in AstraZeneca and Oxford's coronavirus vaccine trial dies in Brazil https://t.co/AVxqVpp3bT,rushed,,
1.33883E+18,"@oluchiomai Govt, Media, etc, treat people like complete fools. There seems to be a mass madness. No one knows the side affects and dangers of a vaccine against a new virus, only a year old. It's deception trying to get people to believe it. #Pfizervaccine #CovidVaccine #COVID19",side-effect,political,
1.33944E+18,🤦🏻‍♀️ 💉 Health care worker in #Alaska experienced serious allergic reaction to Pfizer's coronavirus vaccine 💉🤦🏻‍♀️ #Pfizercoronavirusvaccine https://t.co/SIBwPW1ogK,side-effect,,
1.27333E+18,@business Seems other doctors feel differently about the safety of these vaccines https://t.co/HM7BEXMCju stay away from our children moderna!,side-effect,,
1.37473E+18,@sadgorl2000 Well yeah it doesn’t prevent the virus from entering your body but the fact anyone would even entertain the thought that a vaccine is a magic virus barrier just shows how incredibly stupid and uneducated people are,ineffective,,
1.33419E+18,"@MartinDaubney This is not a plus for brexiteers, It is just the government trying to dig itself out of a hole. I for one do not trust the Pfizer vaccine they have not been tested enough, also the company has very dubious credentials. Repeatedly being fined for wrongdoing",rushed,pharma,
1.33992E+18,The FAA is telling pilots not to fly for 48 hours after receiving Pfizer's COVID-19 vaccine https://t.co/mGMTn4rJCN #CoronavirusVaccine #FAA #NoVaccineForMe,side-effect,,
1.37585E+18,@Kalimeralynn The UK is a Ticking Time Bomb Lynn. @BorisJohnson and @MattHancock should tread softly. Could you imagine if this Vaccination is found out not to work and causes healthy immune systems to break down over the coming years? Wouldn't like to be in their shoes.,side-effect,,
1.38315E+18,Norway Stops Experimental AstraZeneca COVID Shots: “Higher Risk Associated with AstraZeneca Vaccine than from COVID-19 Disease” - Vaccine Impact https://t.co/3WnMbQFpLS,rushed,side-effect,
1.34308E+18,"@normanswan @MicheleASheldo1 yeah stick the pfizer thanks, I'll pass on the only drug with side recorded side effects for any of the others tah.",ingredients,,
1.33719E+18,reut_rs: 'Analysis-World watches as first-mover Britain probes adverse reactions to Pfizer vaccine ' https://t.co/TCfq46iN8Y,side-effect,,
1.44945E+18,@franks_lawyer @feeonline my data into Oxford’s covid calculator my probability of not needing hospitalisation is 99.92%: there are many more things that will put me in hospital b4 covid; so my individual decision 2 not take a new vaccine rolled out under emergency that is still in its long term trial 2/n,unnecessary,rushed,
1.27618E+18,"I am suspicious of this company. When it was announced they were testing a vaccine, their stock shot up. Then several of their top management sold millions of dollars of stock. 💉 The NIH claims joint ownership of Moderna's coronavirus vaccine 💉 https://t.co/zjHUfNnkir",pharma,,
1.24949E+18,"THERE IS NO VACCINE PROVEN TO PREVENT CORONA VIRUS, THEIR MISSION IS TO REDUCE AFRICA POPULATIONS.",conspiracy,ineffective,
1.37483E+18,"@iamErica_Mena within the month, we have discovered that Astra Zeneca who was one of the sponsors for the conference, developed a vaccine that causes blood clots.",side-effect,,
1.35306E+18,"@ChrisWe19956626 @BorisJohnson One number we're never given is how many have died after receiving the 1st vaccination within the 12 week period when the 2nd is due which the murdering cabal of criminals running 3rd world, nonentity Torydom are endorsing unlike any other country on the planet.",side-effect,,
1.31922E+18,"@ScepticalAussie If they force vaccine cards to enter nations, what makes anyone think they won't force vaccines onto Australians? Or anyone else in foreign nations?",mandatory,,
1.37381E+18,"Dolores Cahill, world renowned expert in immunology and vaccine. Chance of dying from covid 1 in 1,800,000; chance of dying from vaccine 1 in 50. Covid (SARS-COV-2) treatments work are readily available and much less dangerous than vaccine: https://t.co/YQucwqVV4U",ineffective,,
1.38229E+18,Oregon calls for halt in use of Johnson & Johnson COVID-19 vaccine https://t.co/NkYvyCXJ1b https://t.co/dIRC0JOVqO,side-effect,,
1.34131E+18,@LILITHmad @Corinacakes Pfizer et tu? This is why I'm sceptical about vaccines for covid-19 being rolled out so quickly when they don't have one for Sars or Mers yet,rushed,,
1.32693E+18,"'cause [DS] wants to 'brand' us, as if we're [their] chattel (pets casting votes in CA, btw). Further, POTUS has never called Regeneron a vaccine. He's consistently advocated for alternatives to vaccines. Then, the Pfizer guy resigns the very Day FDA announces? Hmmph.",conspiracy,,
1.40187E+18,@bowiepackage @BtMtjohnson @jneill Tell me a vaccine which is an efficacy rate of 100%,ineffective,,
1.34012E+18,"@B52Malmet No.oh, no..Trump has Moderna stock. It will be the vaccine he pushes.",political,,
1.34754E+18,"@zlatkotomsic sure. they've been using coronavirus (not covid 19) vaccines with animals for a while. still a human vaccine is supposed to be tested for a couple of years, at least, before being distributed. i accept the urgency of the present situation but i wonder how safe are these vaccines.",rushed,side-effect,
1.40065E+18,"#tendendo #Coronavirus Mum, 43, 'died with blood clots' four days after having AstraZeneca Covid jab - Daily Record https://t.co/NzAgkCgh84",side-effect,,
1.40429E+18,"#Pfizer #PregnantWomen #BreastfeedingMothers ""The vaccine has not been studied in lactating women"" ""Very little data are available to assess vaccine safety in #pregnancy"" https://t.co/CIKJhxjIg5",rushed,,
1.32805E+18,@UKActionteam did you watch @AndrewMarr9 the man who made the Pfizer vaccine is a joker,pharma,,
1.35694E+18,@MinistryBackup1 A friend of mine is allergic to penicillin and isn’t allowed the Pfizer vaccine for that reason. They have yet to rule out any other vaccine for Covid though 🤷🏼‍♂️ strange eh,side-effect,,
1.37653E+18,"♬Well Done #UK Zero new #CovidCases since this #ChineseCatastrophy started! Where as in #Canada cases are rising, they advise people to get the #Vaccine but are cancelling people who have signed up, due to not having any of the vaccines?",unnecessary,,
1.3402E+18,"After his failed predictions of “superspreader” Thanksgiving, Anthony Fauci takes on Christmas. A rushed vaccine will save us. As he & other partisan politicians & medical bureaucrats up pressure for the vaccine, the “need to persuade” drifts towards coercion. #CovidVaccine",rushed,mandatory,political
1.30795E+18,@georgegalloway @RT_com @SputnikInt @MoatsTV @RTUKnews This new virus is a house guest that never leaves. You will live with it until you are old enough to die or else it mutates into a less virulent form. Natural selection favors those less susceptible to a natural pathogen. Vaccine has unknown ramifications.,ineffective,,
1.36455E+18,"@rickburbage @dwilliam9940 @SputnikInt In other words vaccine uptake is low after the gagging to be jabbed have had their fix, so they can now bring forward second doses which will then no doubt bring some new variants.",side-effect,,
1.30079E+18,"@Montyymillz Not just a needle, Monty. First and only mRNA vaccine ever created. alters your DNA. 1 year to create rather than 10-15. Skipped animal trials. Made by Moderna they've never made a vaccine. No data on long term effects. Gov't granted NO LIABILITY.",rushed,side-effect,conspiracy
1.35488E+18,A Man and Woman in South Dakota Die a Day After Getting COVID-19 Vaccines - The Vaccine Reaction https://t.co/nfQOKtMtTd Stay Connected. Stay Informed. Subscribe to TVR today! #NVIC #VaccineFreedom #InformedConsent https://t.co/Pv7XmolEe0,side-effect,,
1.33079E+18,@skkboz Pfizer's CEO is selling his vaccine as if it were a Marvel movie come true and 'his' company the sole runner in this race. That's a fact https://t.co/B0NQT8A6zT,pharma,,
1.29846E+18,@Meme04164588 @vintage831 @globalnews My Dr. Said he wouldn't ever get a vaccine when it's unproven. He even calls it a political plandemic,political,,
1.33857E+18,@GovSisolak @pfizer I'll pass. When will @GovSisolak and his youthful staff be taking their vaccines? Let us know when.,political,,
1.28824E+18,"@JimMaisano 2021 is fine, it will take time for the smoke to clear. Many also won’t be taking the vaccine too though.",none,,
1.31556E+18,@chippyd1995 @Anshul__K It takes at least 2 years to say fully if it has worked without negative effects on people’s health. Even the orchestrator Bill Gates said he was willing to rush the vaccines produced by Astra Zeneca as they are free from liability in the first place.,rushed,,
1.39224E+18,"What is really going on? Ontario pausing use of AstraZeneca COVID-19 vaccine due to safety, supply concerns https://t.co/lfT8DLEuTq",side-effect,,
1.32619E+18,@RatatoskrUK @LeahButlerSmith I will never take something especially an rna vaccine developed by Pfizer's. There has never in history been a vaccine 90% for flu. Suddenly they have come up with one less than 6 months??you take it and I will see how you get on in the coming years,rushed,ingredients,pharma
1.42244E+18,"Wrong vaccine. This needs to be the Delta specific booster, or it's a waste of money. Army gives Pfizer $3.5B to make 500M COVID vaccine doses https://t.co/CjD8FfVhGn",pharma,,
1.2976E+18,"@MarciHunni @paulo1141 @thehill There is a study that shows ppl with the flu vaccine faired worse, than ppl who didn’t take the flu shot when it came to Covid. See u just made my point. Even, with a vaccine the elderly still died more from the flu even with a vaccine. Just like kids. Meaning vaccine is useless",unnecessary,side-effect,
1.40682E+18,"@MaTaliano The Swine flu vaccine was [allegedly ]withdrawn ""after doctors noticed a sharp rise in narcolepsy among those receiving it"". https://t.co/gRcvvsBqSI 47 fatalities are implied here from Pandemrix: (and also 12 cases of facial palsy, as in Pfizer ?) https://t.co/L5TgLcvx2V",side-effect,,
1.34038E+18,@GeoohhM Lol I mean it really all just depends 😂 I mean I’m not opposed to taking it but the likely hood of covid killing me is like 99% unlikely 😂 I feel like the vaccine should only be taken if your at high risk with health complications and a working medical professional,unnecessary,,
1.25802E+18,"@ukinsouthafrica @annietrev @dailymaverick Or herd immunity, like Sweden will soon have. Vaccines are never a guarantee, just look at flu or other Corona viruses.",ineffective,,
1.36454E+18,"@Melissa5857 @BorisJohnson No he’s the worst and has no backbone, how can anyone consider having a vaccine passport when it clearly goes against our freedoms as individuals",mandatory,,
1.35527E+18,"@Citizen2076 @Laurie0801 @LisaMarieBoothe I wish he had of silenced Fauci a little more. Fauci is not the only virology specialist on the globe. There are100s in the Mayo system, they all say we should be using therapeutics to prevent deaths.Fauci is major investor in Pfizer maker of vaccine and Remdisivir. Follow the $",side-effect,,
1.40023E+18,This Ominous Warning From Moderna Could Shake Up the COVID Vaccine Market https://t.co/uw8fy2Duoq -- read this from the angle it needs to be understood from...a meeting with INVESTORS. Big Pharma made BILLIONS already. The gov't gives us no reason to believe anything they say!,pharma,political,
1.34426E+18,@BorisJohnson @Keir_Starmer @MattHancock @JonAshworth @KensingtonRoyal @uksciencechief @CMO_England is you say the vaccine is so safe then you have it in america @JoeBiden had it set an example dont you think,political,,
1.33943E+18,Alaska Health Worker Had a Serious Allergic Reaction After Pfizer's Vaccine. Ok however the followup question and investigation should be 'Did this Health Worker develop reasonable levels of antibodies to the #Covid19 Pathogen' https://t.co/NYr1st5FkP,side-effect,,
1.33355E+18,@piersmorgan So am I classified as a covidiot if I refuse a vaccine because it's my human right to do so? I'm a key worker throughout pandemic and remained safe thus keeping those around me safe also Not seen family or friends within restrictions Not visited anywhere other than food shops?,none,,
1.32448E+18,@BorisJohnson @MattHancock @piersmorgan I'm not a Covid denier. I know what could happen to the NHS. What is the plan to get us out of this hell? A vaccine is NOT a plan.,rushed,,
1.28852E+18,"Why is an inexpensive effective drug that saves lives, labeled “controversial” by news media? Is it because BIGPHARMA has been working on an expensive planned vaccine, years before the virus was released? #Moderna",conspiracy,pharma,
1.32661E+18,From someone who has gotten the vaccine for covid-19; he said it felt like a severe hangover... I'd rather have a real hangover thank you!! #STOPtheCOUP,side-effect,,
1.25411E+18,"@dbongino You have an enormous follow base, @dbongino.   We know the media is corrupt, in bed with the enemy, they want socialism; we know they want a bill gates vaccine for the Chinese Coronavirus.   Please push: how to outsmart them, be steps ahead, to save America. 🇺🇸  @realDonaldTrump",none,,
1.32908E+18,@AP Pfizer Data is 3 Months old. Find a US State with Positivity Rate below 2%. Pfizer vaccine is a mRNA variant that requires 2 shots over a 21 day time period. Immunity DOESN'T start till 28 days from 1st shot. Pfizer should test in High Infection area with Positivity Rate at 50%.,ineffective,,
1.32832E+18,@AnaKasparian It's time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines!  https://t.co/Qu6Wzstz3O  https://t.co/xPnTi9VHnr,mandatory,,
1.36149E+18,"@grady_mic @James_Stacey_ None have died from Covid either! How long to create a polio vaccine? or tuberculosis? Does Covid vaccine stop you from getting it..No, does it stop you transmitting it..No, does it protect from new strains...No. Can it be given to pregnant or planning to...No. Is it safe..No",ineffective,side-effect,
1.32155E+18,@KatsuPjxy @techincolourK @itisearl @SkyNews I understand why they do it but my point is It only delays it and your willing to hide away indefinitely on the hope of some miracle vaccine coming along,ineffective,,
1.26249E+18,"@Itshere36647596 @SimonHarrisTD They will be if there is Corona in vaccine, grown in infected animal tissue. When they meet Covid, 19 or mutation, they'll get very Ill. Virus Storm. Happened US military 2019. @",conspiracy,ingredients,
1.31928E+18,Why are we still explaining this to people lmao. Vaccines don’t cure anything ........ you can still contract whatever disease you were vaccinated for. It just won’t be severe enough to k*ll you.,ineffective,,
1.45162E+18,"15/ mRNA vaccines are highly profitable. There are even BIGGER profits to be made on using mRNA vaccine technology for cancer and other diseases. Of course, Moderna doesn't want to share. https://t.co/ZB4aXs6tnj",pharma,,
1.44458E+18,Deal will see Britain become a Pfizer Covid vaccine production hub https://t.co/qVauIPn9mA via @MailOnline No wonder our out of control government have been pushing the vaccine so hard. Corruption anyone?,political,,
1.32799E+18,"It’s so hard to say this without sounding anti-vax, but my confidence about a vaccine in the near future is basically zero. When is the last time America made something widely available that works the first time around. What are the odds Pfizer just does Theranos but bigger",ineffective,,
1.34035E+18,"Big news for people on the furry community, Bolsonaro said that the Pfizer vaccine will turn you on a crocodile. So if you're a scalie go take that vaccine, you get two good things for the price of one.",side-effect,,
1.37703E+18,"@theboyjai Their target is 80% of adults vaccinated (instructions to NHS). They will try every trick in the (psychological modelling) book to achieve this, & throw unlimited amounts of money at it. Wait for the younger celeb roll out, as they go down the age programme.   Make it stop!!!",mandatory,,
1.10165E+18,@voxdotcom @juliaoftoronto Maybe look at why so many vaccinated people are getting measles. Could it be the efficacy of the vaccine? Could there be a financial incentive for the makers to ensure all people are vaccinated with little or no independent research on the effects?,rushed,,
1.37537E+18,"@GraWitMik @Judd3333 @damianh9 @eucopresident @POTUS My family member died three weeks after the vaccine. He had Alzheimer’s. Apparently this is common and I have asked for studies to prove this is safe for people with Alzheimer’s . There is no study, no peer reviewed research.🙈",side-effect,,
1.39229E+18,Two young mothers paralyzed after receiving Pfizer’s COVID vaccine | News | LifeSite https://t.co/yq39vtXngR,side-effect,,
1.35516E+18,"@AlexBerenson @JNJNews The flu vaccine is about 40-50% effective on average. If this is actually 66% and not manipulated data like moderne and Pfizer, that’s still a modern miracle and above the FDAs 50% for an EUA",ineffective,,
1.35012E+18,@CTVNews Several people in Germany DIED after having this vaccine... BUT don't worry - it was existing comorbidities that killed them. NOT the vaccine.      Are you not seeing the  #DoubleStandards between the #vaccine and #covid reporting yet?,side-effect,,
1.37585E+18,"""vaccine/virus"" shit that they have going on. My entire life, we've had a flag flying. It still flies today. It always will as long as I'm alive. I served in the Army as well. I took that oath in 1987. It's in my heart and in my soul. I am willing to die for our freedom. Are you?",none,,
1.37153E+18,"Three countries in Europe announced today that they are halting the distribution of the AstraZeneca Covid vaccine, as reports of deaths following the vaccines surfaced. #coronavirus | #COVID19 | #Covid_19 https://t.co/dfqFeCcjJv",side-effect,,
1.33664E+18,@marklutchman I WON'T EITHER. BECAUSE FOR #1 THE VACCINE SHOT HAS THE COVID-19 IN IT,ingredients,,
1.37187E+18,"ICYMI: From numb arms, shortness of breath and developing mouth ulcers, these are some of the side effects some healthcare workers say have experienced since receiving the Johnson & Johnson vaccine. https://t.co/f9myHjcFz7",side-effect,,
1.33344E+18,"This might be touchy but the other day I was told “You are getting your kid vaccinated? Do you know what is in vaccines?!? BABY CELLS. OMG. I CANT BELIEVE YOU PUMP YOUR KID WITH BABY CELLS. DISGUSTING” Okay Karen. My baby, my choice, and I really don’t give a fuck thanks😊",ingredients,,
1.29114E+18,"none other than Bill Gates &  George Soros. So yeah. I tend to believe the white summit doctors when they say HCQ will help cure covid and then is backed up by a paper written in 2005 where Fauci says HCQ is a cure and vaccine in one. But, you are welcome to do you own research.",pharma,,
1.22291E+18,@AmberD1116 You know what would fix this? If a child dies by a preventable vaccination of that disease hold the parents accountable for child neglect and then murder.,side-effect,,
1.3258E+18,"For some reason, none of you lot seem to have noticed that 90% of 15m people is not the same as 90% of the entire population of 65m people or that Pfizer knows ""nothing"" about the durability of any immunity or that there is no long term safety data. But hey-ho.",rushed,ineffective,
1.34182E+18,"@YrHenGwrcyn @Peston This lying psychopath is dragged out daily by our MSM. What's going on? Sounds as if he's got financial interests in plugging the Oxford vaccine and bigging up another version of his crackpot ID Card scheme. Please somebody, make him go AWAY!",political,,
1.41488E+18,@Susan29191404 I am not sure what they will do when this rears its ugly head. Myocarditis is a problem with Pfizer. https://t.co/cWOxfk92Kd,side-effect,,
1.35294E+18,"@SedAngeli @TheBMA @CNagpaul No data exists to prove 1st dose post 6 wks = beneficial. This is Pfizer, WHO & Faucci’s conclusion. 2nd dose delay = dangerous policy not science. In Israel, vaccinated population data efficacy after 1st dose low 30%. Initial data but supports Pfizer/WHO conclusion.",ineffective,,
1.37017E+18,"Obviously this isn’t a case of #VaccineDeath 💭☠️💉 RIP ACP Ramesh Nagre JI 😢@CPMumbaiPolice @MumbaiPolice Basically, @richapintoi is saying is that ACP Nagre was doing absolutely fine till he got #vaccinated barely 3 days ago...now he is dead!! #goodmorning",side-effect,,
1.30696E+18,"@drmendonuts The more sick we make them the more they’ll need your mandated flu and covid vaccine. See how conveniently that works, everyone?",mandatory,,
1.37809E+18,@cinestrology I’m so sick of this shit. A simple fucking Google will tell you that if you’ve had covid you’re more likely to get a little sick from the vaccine because you have the antibodies. I know 2 anecdotal examples of this as well. SO SICK OF IDIOTS,side-effect,,
1.35601E+18,@kodytisdale @scdhec And that would be exactly why kids aren't eligible to get the vaccine over here. They haven't run trials.,rushed,,
1.41914E+18,Chinese vaccine may end up being worse than I even imagined. https://t.co/HTjGs0YHzm,ineffective,,
1.38762E+18,2 More Cases Of Serious Clots Connected To Johnson And Johnson Vaccine - CBS Pittsburgh https://t.co/M3ZtHg9jos,side-effect,,
1.33935E+18,Mfs finna act like they're immune to all viruses after getting the Covid vaccine like https://t.co/zeUzgWbOaN,none,,
1.3544E+18,Powerful illustration of asymmetric effects on public opinion from doing harm vs allowing harm. 11 deaths in vaccine trial = global scandal Hundreds of thousands of deaths from vaccines never delivered = doesn't make the papers ps I'm not defending Pfizer @mattyglesias @eeemda https://t.co/wzzizXfGee,side-effect,,
1.28925E+18,"@TooObviousTooDL @HHSGov @fema Prevention is better, dumping not millions but billions into miraculous Moderna and big pharma, they like it.",pharma,,
1.29975E+18,"@AsaHutchinson Why do I have to wear a mask of I've already had COVID-19? Don't say it's bc antibodies only last for about 3 months. If that's the case, let's stop talking about a vaccine bc it'll be temporary also. (3/)",unnecessary,,
1.35499E+18,@MJA_Editor Either @AstraZeneca is incompetent or they are deliberately trying to mislead nations about the efficacy of their adenovirus based vaccine. @ScottMorrisonMP @GregHuntMP this is a critical moment for the TGA to show its independence - as it stands you would NOT license AZ for 65+,ineffective,,
1.33124E+18,"Can somebody explain what does 95% vaccine efficiency stand for if not for efficiently stop the virus? Only for stock growth? ""Moderna boss says COVID-19 vaccine not proven to stop spread of virus""so even after vaccination life may not get back to normal. https://t.co/C1EQX6Fhbs",ineffective,,
1.44484E+18,"Suppose he did develop myocarditis as a result of a Covid infection months ago (huh?). Now imagine what would have happened to his heart if he then also got vaccinated, esp with Moderna. Seems like even if the insinuated story is correct, Archibald was right to decline the vax .",side-effect,,
1.37517E+18,folks just can’t wait to get that vaccine to be able to go out and make their bartender close out their credit card five times in one night,mandatory,,
1.33344E+18,"@robinmonotti Astra Zeneca vax ‘triggered an adverse reaction, which includes neurological impairment and an inability to get back to the life before being inoculated.’ Two volunteers in Oxford also neurologically damaged out of a group of just 38. The virus doesn’t cause neurological damage. https://t.co/gSOZ6yNB3V",side-effect,,
1.33093E+18,"@DavidHerdson @AlastairMeeks and I expect the Oxford vaccine will not work well as a 2nd boaster. Hence I see the Oxford vaccine as letting as win ""round one"" with Covid19, but maybe needing other vaccines for ""round two"".",ineffective,,
1.26225E+18,@thereds8 Vaccine from China? Uh no frickin way. Will wait for Oxford!,country,,
1.3395E+18,"@yannyiakky For the Pfizer vax, the literature insert that comes in the box; under section 4.6 says it hasn't been tested for fertility. Kind of a glaring omission if you want to have kids one day.",rushed,,
1.36649E+18,"20-30 year olds, who would never think twice about getting a flu jab, are about to rush to get a covid vaccine, at the behest of the government, so they can get a week abroad and tell you how good it is to be ‘free’.",none,,
1.42476E+18,@rubic3n @Smackenziekerr What? 🎻 🎻 🎻....sung to the tune of: 'Don't let Africa's children starve'? A failing vaccine that resulted in a massive waste of money trying to make it do what it can't (47% efficacy if) and now we have to shed tears for it's supply chain? How about a CureVac Go-Fund Me? 🤪,ineffective,,
1.35113E+18,Woman's severe reaction to #Pfizer COVID vaccine prompts investigation MORE: https://t.co/4n9Vs7GUoW https://t.co/ND9M5dyFig,side-effect,,
1.36471E+18,"@jon_mumford1982 @JustineClaire65 @dan63uk Besides we still don't know if this particular ""vaccine"" is safe or not. Informed consent is the stipulation and how can you make a informed decision if you don't have the necessary information.",side-effect,,
1.33747E+18,@domdavillier No Dom but I WOULD like to be able to trust and understand what it is that I’m putting into my body and in regards to the covid 19 vaccines honestly I don’t.,side-effect,,
1.33552E+18,@mynameisjerm 2014. $30 billion a year revenue. 2020. It doubled to $60 billion a year.  GSK made $9.8 billion from just one vaccine.  The CDC recommends 16 vaccinces for a child under 18.  I'm not an anti vaxxer. Just anti covid bullshit.,pharma,,
1.34475E+18,@jennife67709804 @dougducey Who’s dumb enough and misinformed to actually get a vaccine not approved by the FDA & no trial. Flu vaccines been around for decades yet people still get it and die every year from it. Actually more than Covid. WAKE UP,rushed,side-effect,
1.30334E+18,"Yes, I believe it, too! Believe it is linked to Bill Gates, Fauci, Covid-19 vaccine, money, & power! Power that has never before been seen or heard of! Control and power far beyond what most can conceive. Almost, god like! What is dye called: Lucifer! 👺👹That could be a hint!",pharma,,
1.33478E+18,@BBCBreakfast The reporting of this 'wonder vaccine' is becoming dangerous & could inadvertently increase infection rates- 1. it is still UNKNOWN if it will stop you catching & transmitting coronavirus 2. It is still UNKNOWN how long immunity lasts 3. Under 18s CANNOT get vaccinated #Pfizer,side-effect,ineffective,
1.36178E+18,@imaerell And you think long term effects from covid dont exist? If true the 520 odd deaths from the vaccine from 15 to 20m people is what percentage compared to deaths from covid to people who contracted it? Do the math.,side-effect,,
1.29322E+18,"@markcojuangco @Richeydarian @m_adelie Phase 1 lab animals, Phase 2 is afew hundred and Phase 3 is thousands with Pfizer and BioNTech using 60K volunteers. Also, if they are not showing scientific data to show efficacy and safety for peer review how can you be sure it works and is safe?",ineffective,rushed,
1.36141E+18,"#Panarama If you are <40, healthy & fit, with no conditions or situations that may put you at extra risk, do you really need a vaccine for #covid19. 0% risk from infection. High asymptomatic %. Once/If you've had covid, you have immunity. 'Vaccinate' very old /very fat /very ill.",unnecessary,,
1.3961E+18,"@tanmay_shinde99 @ANI Pfizer real world figures are in the 80-90% efficacy range. But even that reduces against variants. The problem is : 1. The Indian vaccines are at most 50-50 or 70-30 effective 2. mRNA vaccine target only one protein, which if mutated, renders the antibodies ineffective.",ineffective,,
1.37591E+18,@errjustsaying Well open your eyes love and #WakeUp your m8 d. The Government post the results of serious reactions and death from the vaccine update on a weekly basis on their website Here is the AstraZeneca list of reactions. https://t.co/nHmtvOd8bx,side-effect,,
